Country,Year,Central Govt Debt (Percentage of GDP),General Govt Debt (Percentage of GDP),Grant,Loan,Vague,Commercial,Development,Mixed,Representational,ACTION RELATING TO DEBT,"AGRICULTURE, FORESTRY, FISHING",BANKING AND FINANCIAL SERVICES,BUSINESS AND OTHER SERVICES,COMMUNICATIONS,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,DISASTER PREVENTION AND PREPAREDNESS,EDUCATION,EMERGENCY RESPONSE,ENERGY,GENERAL BUDGET SUPPORT,GENERAL ENVIRONMENTAL PROTECTION,GOVERNMENT AND CIVIL SOCIETY,HEALTH,"INDUSTRY, MINING, CONSTRUCTION",OTHER COMMODITY ASSISTANCE,OTHER MULTISECTOR,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,RECONSTRUCTION RELIEF AND REHABILITATION,TRADE POLICIES AND REGULATIONS,TRANSPORT AND STORAGE,UNALLOCATED/UNSPECIFIED,WATER SUPPLY AND SANITATION,No,Yes,Adjusted Amount (Nominal USD)
MK,2003,35.70781382,36.46125514,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,604082219.0
NO,2003,20.92440462,43.07761743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,2003,13.03446736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,2003,62.67975527,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,20000000.0
PG,2003,40.41998208,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,3380803.0
PY,2003,32.18635502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,2003,43.57945504,48.84522983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2003,44.92310177,46.56318505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,2003,62.10472123,63.89730659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,2003,38.78811579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,2003,23.46157934,22.10933234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,2003,27.8,28.33419775,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,540000000.0
RW,2003,79.60420204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN,2003,12.60728881,140.6837984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,2003,45.58962601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC,2003,49.43991635,55.2612409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,2003,42.76326999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2003,81.56440316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,2003,42.88333441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,2003,,67.62977203,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,7000000000.0
SC,2003,176.974925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL,2003,123.649584,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,25000000.0
SG,2003,101.7593681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2003,,43.24184236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI,2003,24.288725,26.7774945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB,2003,61.32732323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,2003,31.51411132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,2003,39.94977726,47.71173551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK,2003,86.45014996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,2003,117.3531469,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,3.0,,13772873507.0
SR,2003,31.29144422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,2003,54.78683406,49.27086635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2003,24.94198338,56.87674359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,2003,133.37035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST,2003,325.5927015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,2003,28.6042906,32.14996042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,2003,27.04601837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,2003,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,6040764.0
TG,2003,49.97780999,,5.0,,,,5.0,,,,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,,5.0,,651796238.0
TO,2003,56.22087573,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,398694265.0
TT,2003,30.15382447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,2003,51.97773652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM,2003,22.62848813,22.62848813,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,422857554.0
TV,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,2003,59.98537227,65.1595485,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,3000000.0
UG,2003,55.13935675,,4.0,,,,4.0,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,4.0,,820979733.0
UA,2003,29.38022609,29.38022578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB,2003,36.13781332,36.72455197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,2003,44.67687634,58.62453902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY,2003,86.56782859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VU,2003,38.26381101,,2.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,392816199.0
VE,2003,47.47632633,56.02899947,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,8500000000.0
VN,2003,34.77903272,29.83524411,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1768051239.0
PS,2003,20.65503201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE,2003,56.82301164,56.82301164,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1440000000.0
ZM,2003,159.4577845,,2.0,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,206000000.0
